Season No.,Episode No.,Episode Name,Character,Line
1,14,The Nerdvana Annihilation,Leonard,"Yeah, good for you."
1,14,The Nerdvana Annihilation,Sheldon,"Oh, wait. Did you want to talk about what’s bothering you?"
1,14,The Nerdvana Annihilation,Leonard,I don’t know. Maybe.
1,14,The Nerdvana Annihilation,Sheldon,"Wow, I’m on fire tonight."
1,14,The Nerdvana Annihilation,Leonard,"Uh, here’s the thing. Girls like Penny never end up with guys who own time machines."
1,14,The Nerdvana Annihilation,Sheldon,I disagree. Your inability to successfully woo Penny long predates your acquisition of the time machine. That failure clearly stands on its own.
1,14,The Nerdvana Annihilation,Leonard,Thanks for pointing it out.
1,14,The Nerdvana Annihilation,Sheldon,"In addition, your premise is flawed. In the original film, Rod Taylor got Yvette Mimeaux with that very time machine. In Back to the Future, Marty McFly got the opportunity to hook up with his extremely attractive young mother."
1,14,The Nerdvana Annihilation,Leonard,Those are movies.
1,14,The Nerdvana Annihilation,Sheldon,Well of course they’re movies. Were you expecting me to come up with an example involving a real life time machine? That’s absurd.
1,14,The Nerdvana Annihilation,Leonard,"Come on, guys, push."
1,14,The Nerdvana Annihilation,Leonard,"Oh, just, you know, moving a… time machine."
1,14,The Nerdvana Annihilation,Leonard,"No problem. (Removes glasses, pulls down out of order tape from lift doors, and forces them open.) Hang on. (Takes Penny in his arms as he holds onto the lift cable.)"
1,14,The Nerdvana Annihilation,Leonard,Some things are more important than toys. (She puts her arms around his neck as he dangles from the cable.)
1,14,The Nerdvana Annihilation,Leonard,"Don’t worry baby, I’ve got you."
1,14,The Nerdvana Annihilation,Sheldon,It’s still my turn.
1,14,The Nerdvana Annihilation,Sheldon,What are you doing?
1,14,The Nerdvana Annihilation,Leonard,I’m packing up all my collectibles and taking them down to the comic book store to sell.
1,14,The Nerdvana Annihilation,Sheldon,Well is that really necessary. If you need money you can always sell blood. And semen.
1,14,The Nerdvana Annihilation,Leonard,It’s not about money.
1,14,The Nerdvana Annihilation,Leonard,"Terrific, does anyone want to buy my share of the time machine?"
1,14,The Nerdvana Annihilation,Leonard,Because I don’t want it any more.
1,14,The Nerdvana Annihilation,Leonard,Just… personal reasons.
1,14,The Nerdvana Annihilation,Sheldon,My spidey-sense tells me this has something to do with Penny.
1,14,The Nerdvana Annihilation,Leonard,"Look, do you want to buy me out or not?"
1,14,The Nerdvana Annihilation,Leonard,I paid two hundred dollars for my share.
1,14,The Nerdvana Annihilation,Sheldon,"I’ll go for two hundred, that time machine stays right where it is."
1,14,The Nerdvana Annihilation,Leonard,"No, no more toys or action figures or props or replicas or costumes or robots or Darth Vader voice changers, I’m getting rid of all of it."
1,14,The Nerdvana Annihilation,Leonard,Not for long.
1,14,The Nerdvana Annihilation,Sheldon,Dibs doesn’t apply in a bidding war.
1,14,The Nerdvana Annihilation,Leonard,"It’s not a bidding war, I’m selling it all to Larry down at the comic book store."
1,14,The Nerdvana Annihilation,Leonard,He offered me a fair price for the whole collection.
1,14,The Nerdvana Annihilation,Sheldon,"What’s the number, I’ll match it."
1,14,The Nerdvana Annihilation,Sheldon,What’s the exchange rate.
1,14,The Nerdvana Annihilation,Leonard,"Forget it guys, if I sell to one of you, the other two are going to be really mad at me."
1,14,The Nerdvana Annihilation,Sheldon,"Who cares, as long as you pick me."
1,14,The Nerdvana Annihilation,Leonard,"Sorry Raj, my mind is made up."
1,14,The Nerdvana Annihilation,Leonard,"Sheldon, get out of my way."
1,14,The Nerdvana Annihilation,Leonard,"Okay. I did not want to do this but, I have here the rare mint condition production error Star Trek: The Next Generation Geordi LaForge, without his visor in the original packaging. If you do not get out of my way, I will open it."
1,14,The Nerdvana Annihilation,Sheldon,You hypocrite!
1,14,The Nerdvana Annihilation,Sheldon,"Little Miss “grown ups don’t play with toys”. If I were to go into that apartment right now, would I find Beanie Babies? Are you not an accumulator of Care Bears and My Little Ponies? And who is that Japanese feline I see frolicking on your shorts? Hello,Hello Kitty!"
1,14,The Nerdvana Annihilation,Leonard,"No, I needed to hear it."
1,14,The Nerdvana Annihilation,Leonard,"Still, I think it’s time for me to get rid of this stuff and… you know… move on with my life."
1,14,The Nerdvana Annihilation,Leonard,Yeah.
1,14,The Nerdvana Annihilation,Leonard,"Thanks. Hey, do you want to, I don’t know, later…"
1,14,The Nerdvana Annihilation,Sheldon,"It worked. It really worked. They said I was mad, but it worked. (Large hairy creatures with glowing eyes emerge from the forest and walk towards him menacingly.) Oh no, not Morlocks! Not flesh-eating Morlocks! He-e-e-e-e-e-e-elp! (With a yelp, he wakes up in the time machine in the living room.)"
1,14,The Nerdvana Annihilation,Leonard,"Sheldon, are you okay?"
1,14,The Nerdvana Annihilation,Sheldon,We have to get rid of the time machine.
1,14,The Nerdvana Annihilation,Leonard,"It is a little big for the living room, isn’t it?"
1,14,The Nerdvana Annihilation,Sheldon,"Yeah, that’s the problem, it’s too big."
1,14,The Nerdvana Annihilation,Leonard,"I’m glad you agree. I hired some guys to help us move it, come on in fellas. (A pair of Morlocks come through the door.)"
1,14,The Nerdvana Annihilation,Sheldon,"Oh no, Morlocks? Eat him, eat him. Aaaaargh. (Sheldon wakes up in his own bed.) Leonard!!!!!!!!"
1,15,The Porkchop Indeterminacy,Leonard,"On the other hand, some physicists are concerned that if the super collider actually works, it will create a black hole and swallow up the Earth ending life as we know it."
1,15,The Porkchop Indeterminacy,Leonard,"I don’t know, Raj. Maybe the comic book store doesn’t have a bulletin board. (Sees crowds in the corridor) What’s going on?"
1,15,The Porkchop Indeterminacy,Leonard,Sheldon’s office? Is she lost?
1,15,The Porkchop Indeterminacy,Leonard,Maybe she’s his lawyer.
1,15,The Porkchop Indeterminacy,Leonard,Howard…
1,15,The Porkchop Indeterminacy,Sheldon,Thank you for coming by. (He rises from his desk. Everyone rushes to look nonchalant.) Hello.
1,15,The Porkchop Indeterminacy,Leonard,"Oh, hey buddy."
1,15,The Porkchop Indeterminacy,Sheldon,Buddy.
1,15,The Porkchop Indeterminacy,Sheldon,"How can you be late, I wasn’t expecting you at all."
1,15,The Porkchop Indeterminacy,Leonard,"Sheldon, are you going to introduce us?"
1,15,The Porkchop Indeterminacy,Sheldon,"Oh, alright, this is Missy, Missy this is Leonard and Rajesh and you’ve already met Howard."
1,15,The Porkchop Indeterminacy,Leonard,"You too, swell, also."
1,15,The Porkchop Indeterminacy,Leonard,"So, how do you two know each other."
1,15,The Porkchop Indeterminacy,Leonard,Excuse me?
1,15,The Porkchop Indeterminacy,Sheldon,"She’s my twin sister, she thinks she’s funny but frankly I’ve never been able to see it."
1,15,The Porkchop Indeterminacy,Sheldon,How exactly would one measure a sense of humour? A humourmometer?
1,15,The Porkchop Indeterminacy,Sheldon,Rajesh.
1,15,The Porkchop Indeterminacy,Leonard,"So Missy, what brings you all the way from Texas?"
1,15,The Porkchop Indeterminacy,Sheldon,"The papers could have been mailed, Mom just sent you here to spy on me, didn’t she."
1,15,The Porkchop Indeterminacy,Sheldon,"They call me a genius because I’m a genius. Tell Mom that I currently weigh 165 pounds, and that I’m having regular bowel movements. Enjoy the wedding, goodbye."
1,15,The Porkchop Indeterminacy,Leonard,"If the wedding’s not until tomorrow, why don’t you stay with us tonight?"
1,15,The Porkchop Indeterminacy,Sheldon,"They were not friends, they were imaginary colleagues."
1,15,The Porkchop Indeterminacy,Leonard,"Look, you’re here, we have plenty of room."
1,15,The Porkchop Indeterminacy,Sheldon,No we don’t.
1,15,The Porkchop Indeterminacy,Sheldon,So what? I don’t issue invitations to your mother.
1,15,The Porkchop Indeterminacy,Sheldon,And don’t ever call me Shelly.
1,15,The Porkchop Indeterminacy,Leonard,So it’s settled. You’ll stay with us.
1,15,The Porkchop Indeterminacy,Sheldon,What just happened?
1,15,The Porkchop Indeterminacy,Leonard,"Hee-hee, just classic."
1,15,The Porkchop Indeterminacy,Sheldon,I needed a place to fire ceramic semi-conductor substrates for home-made integrated circuits.
1,15,The Porkchop Indeterminacy,Sheldon,Made necessary by her insistence on going into my room.
1,15,The Porkchop Indeterminacy,Sheldon,Is that what that was? I just assumed that the second grade curriculum had rendered you quizzical.
1,15,The Porkchop Indeterminacy,Leonard,Those are not mine.
1,15,The Porkchop Indeterminacy,Leonard,"Yeah, no, I do, I use those… uh… just to polish up my… spear-fishing equipment. I spear fish. When I’m not crossbow hunting, I spear fish. Uh, Penny, this is Sheldon’s twin sister, Missy. Missy, this is our neighbour Penny."
1,15,The Porkchop Indeterminacy,Sheldon,"Fraternal twins come from two separate eggs, they are no more alike than any other siblings."
1,15,The Porkchop Indeterminacy,Leonard,I wasn’t staring!
1,15,The Porkchop Indeterminacy,Leonard,"Oh. Huh, um, maybe, if you like women who are tall… and perfect."
1,15,The Porkchop Indeterminacy,Sheldon,I’m not ignoring my sister. I’m ignoring all of you.
1,15,The Porkchop Indeterminacy,Leonard,I brought snacks.
1,15,The Porkchop Indeterminacy,Leonard,"Onion dip, it’s onion dip."
1,15,The Porkchop Indeterminacy,Leonard,We don’t entertain much.
1,15,The Porkchop Indeterminacy,Leonard,"Bye Missy, see you."
1,15,The Porkchop Indeterminacy,Leonard,"Uh, yeah, no, uh, bye Penny."
1,15,The Porkchop Indeterminacy,Leonard,"Excuse me, this is my apartment and she’s my roommate’s sister."
1,15,The Porkchop Indeterminacy,Leonard,How do I have Penny? In what universe do I have Penny?
1,15,The Porkchop Indeterminacy,Leonard,"Hell, no!"
1,15,The Porkchop Indeterminacy,Sheldon,"Excuse me, can I interject something. I’m ordering pizza online, is everyone okay with pepperoni?"
1,15,The Porkchop Indeterminacy,Leonard,"Sheldon, can I talk to you in private?"
1,15,The Porkchop Indeterminacy,Sheldon,"I guess. Don’t worry, I was going to order you cheeseless."
1,15,The Porkchop Indeterminacy,Leonard,Thank you.
1,15,The Porkchop Indeterminacy,Sheldon,That’s okay. Lactose intolerance is nothing to be embarrassed about.
1,15,The Porkchop Indeterminacy,Leonard,"Sheldon, are you aware that your sister is an incredibly attractive woman?"
1,15,The Porkchop Indeterminacy,Sheldon,"Hmmm? She certainly has the symmetry and low body fat that western culture deems desirable. It’s noteworth that at other points in history, heavier women were the standard for beauty because their girth suggested affluence."
1,15,The Porkchop Indeterminacy,Leonard,"That’s fascinating, but I…"
1,15,The Porkchop Indeterminacy,Sheldon,"I didn’t say it was fascinating, I said it was noteworthy."
1,15,The Porkchop Indeterminacy,Leonard,"Alright, noted. But my point is that Koothrappali and Wolowitz… they’re hitting on your sister."
1,15,The Porkchop Indeterminacy,Sheldon,"Oh. Okay. You know, I don’t want to criticise your rhetorical style but, we’d be a lot further along in this conversation if you’d begun with that thought."
1,15,The Porkchop Indeterminacy,Leonard,"That’s great, but I…."
1,15,The Porkchop Indeterminacy,Sheldon,What I’m saying is that we took quite an unnecessary detour from what I now understand to be your thesis.
1,15,The Porkchop Indeterminacy,Leonard,Whatever. You have to do something about it.
1,15,The Porkchop Indeterminacy,Sheldon,Why?
1,15,The Porkchop Indeterminacy,Leonard,Because she’s your sister.
1,15,The Porkchop Indeterminacy,Sheldon,"I don’t understand. Yes, we shared a uterus for nine months, but since then we’ve pretty much gone our own separate ways."
1,15,The Porkchop Indeterminacy,Leonard,"Okay, uh…. oh, consider this. With your father gone, it is your responsibility to make sure that Missy chooses a suitable mate."
1,15,The Porkchop Indeterminacy,Sheldon,I hadn’t considered that. We do share DNA.
1,15,The Porkchop Indeterminacy,Leonard,Uh-huh.
1,15,The Porkchop Indeterminacy,Sheldon,"So there is the possibility, however remote, that resting in her loins is the potential for another individual as remarkable as myself."
1,15,The Porkchop Indeterminacy,Leonard,"Exactly. And, you owe it to yourself and to posterity to protect the genetic integrity of your sister’s future offspring."
1,15,The Porkchop Indeterminacy,Sheldon,"You’re right. If someone wants to get at Missy’s fallopian tubes, they’ll have to go through me."
1,15,The Porkchop Indeterminacy,Sheldon,"Alright, that’s enough juvenile squabbling, stop it, stop it I say. I’m going to settle this right now. Neither of you are good enough for my sister."
1,15,The Porkchop Indeterminacy,Leonard,"He’s the man of his family, you have to respect his wishes."
1,15,The Porkchop Indeterminacy,Sheldon,"You’re out too, by the way."
1,15,The Porkchop Indeterminacy,Leonard,Say what?
1,15,The Porkchop Indeterminacy,Sheldon,"It’s nothing personal, I’d just prefer if my future niece or nephew didn’t become flatulent every time they eat an Eskimo pie."
1,15,The Porkchop Indeterminacy,Sheldon,"Now that Leonard’s made me aware of how high the genetic stakes are, we have to face the fact that none of you are suitable mates for my sister."
1,15,The Porkchop Indeterminacy,Leonard,"We all make mistakes, let’s move on."
1,15,The Porkchop Indeterminacy,Sheldon,How so?
1,15,The Porkchop Indeterminacy,Sheldon,"In principle you have a point, but as a practical matter, need I remind you that it takes experimental pharmaceuticals to simply enable you to speak to the opposite sex."
